ASN,name,domains
AS23546,"AS23546 Delcom, Inc. ",39
AS53757,AS53757 Unilink Networks Inc.,39
AS58598,AS58598 Mongolia,39
AS47111,AS47111 JSC ER-Telecom Holding,39
AS47063,AS47063 Switchspace Inc.,39
AS26413,AS26413 IP4B Inc.,39
AS23424,"AS23424 Stats, Inc. ",39
AS31804,"AS31804 WEYCO GROUP, INC ",39
AS13344,AS13344 NetEx Inc.,39
AS52322,AS52322 TELCOCOM,39
AS49712,AS49712 JSC TBM,39
AS31615,AS31615 T-mobile Netherlands bv.,39
AS54573,AS54573 GTECH Corporation,39
AS34485,AS34485 Svyaznoy Chain LLC,39
AS397936,AS397936 DC COMPUTERS,39
AS133043,AS133043 Enhanced Solutions Ltd,39
AS46964,"AS46964 The Broad Institute, Inc. ",39
AS8343,AS8343 Private joint-stock company (PrJSC) DORIS,39
AS17069,AS17069 Coop Telefonica Villa Gesell Ltda,39
AS34739,AS34739 Electronic Shield Ltd.,39
AS46185,AS46185 Maxsip Telecom Corp,39
AS2560,AS2560 IBM,39
AS29312,AS29312 Comune di Milano,39
AS32831,AS32831 Roswell Park Cancer Institute,39
AS57202,AS57202 KONSTANT AS,39
AS22159,"AS22159 State University of New York, Central ",39
AS51337,AS51337 DEBACOM Sp. z o.o.,39
AS62336,AS62336 PURtel.com GmbH,39
AS50558,AS50558 Rayaneh Pardazan Baran Co. Ltd.,39
AS14511,AS14511 Polar Communications,39
AS29148,AS29148 SURANY.NET s.r.o.,39
AS198153,"AS198153 ""SOCIETAT D'ESTUDIS INFORMATICS I D'ORGANITZACIO, SOCIETAT ANONIMA"" (SEIDOR) ",39
AS203317,AS203317 THE COMMUNICATOR CORPORATION LIMITED,39
AS33032,"AS33032 American Megatrends, Inc. ",39
AS17341,AS17341 StorageCraft Technology Corporation,39
AS52042,AS52042 SquareFlow Corporation,39
AS61045,AS61045 XDC Gruppen A/S,39
AS40181,"AS40181 Elite Systems, LLC ",39
AS132895,AS132895 Prodigy Communications Pty Ltd,39
AS53365,"AS53365 Webair Internet Development Company, Inc ",39
AS30120,AS30120 Sempra Global,39
AS55011,"AS55011 eFolder, Inc ",39
AS393990,AS393990 Clearcable Networks,39
AS14921,"AS14921 CenturyLink Communications, LLC ",39
AS202809,"AS202809 John Issa Erivona trading as ""Intigrad Technologies"" ",39
AS43937,AS43937 Playtech Estonia OU,39
AS60670,AS60670 WideFM Ltd,39
AS263244,AS263244 Iperactive SA,39
AS38342,"AS38342 SHANGHAI VSAT NETWORK SYSTEMS CO.,LTD ",39
AS19535,AS19535 JetBlue Airways Corporation,39
AS206228,AS206228 Andritz AG,39
AS6883,AS6883 Parlamentsdirektion,39
AS18833,"AS18833 American Specialty Health Plans of CA, Inc. ",39
AS265172,AS265172 E. C. E. Telecomunicações LTDA,39
AS13126,AS13126 Satellite Mediaport Services Ltd.,39
AS11188,AS11188 LOS ANGELES COUNTY - INTERNAL SERVICESDIVISION,39
AS198904,AS198904 50Hertz Transmission GmbH,39
AS209746,AS209746 LLC Cifrovie Seti Urala,39
AS205581,AS205581 CVD Sp. z o.o. Sp.k.,39
AS30494,"AS30494 FactSet Research Systems, Inc. ",39
AS28667,AS28667 NETWORK TELECOMUNICACOES LTDA,39
AS198608,AS198608 Symbion A/S,39
AS55729,AS55729 Pacific Technology Solutions Ltd,39
AS45376,AS45376 HALLAHOLDINGS,39
AS668,AS668 DoD Network Information Center,39
AS54266,"AS54266 ABC Financial Services, Inc. ",39
AS5480,AS5480 State Educational institution for High professional education 'Southern Federal University',39
AS9422,AS9422 PT SOLNET INDONESIA,39
AS9615,AS9615 TOYOHASHI CABLE NETWORK INC.,39
AS201661,"AS201661 PRZEDSIEBIORSTWO AJC 2 S.C. OZGA ADAM, KUBALA JAROSLAW, OZGA KONRAD ",39
AS32505,AS32505 Conterra,39
AS394062,"AS394062 College Foundation, Inc. ",39
AS547,AS547 IBM,39
AS265064,AS265064 Agência de Tecnologia da Informação do Piauí ATI,39
AS13460,"AS13460 EarthCam, Inc. ",39
AS2730,AS2730 WINKY NETWORKS LLC,39
AS34876,AS34876 SMART SISTEMZ TECHNOLOJI MMM,39
AS55581,AS55581 Binary Networks,39
AS206083,AS206083 Internet Park Ltd,39
AS34395,AS34395 Cybercom Ltd,39
AS43658,AS43658 Intraffic LLC,39
AS16110,AS16110 Podkarpacki.net Rafal Czarny,39
AS393942,AS393942 Synergy Internet Services Florida,39
AS10266,AS10266 Onepath,39
AS199790,AS199790 IP Telecom Bulgaria,39
AS61231,AS61231 SSE PLC,39
AS49728,AS49728 Herefordshire Council,39
AS58140,AS58140 Netuity Networks Sp. z o.o.,39
AS5435,AS5435 Velcom d.o.o,39
AS33289,"AS33289 The Market Builder, Inc ",39
AS13853,AS13853 ECTISP Ellis County Texas Internet Service Provider Inc.,39
AS395287,AS395287 MSC Inc,39
AS31374,AS31374 EBE-EDV-Beratungs- und Entwicklungs-Gesm.b.H.,39
AS37184,AS37184 Powertel Communications,39
AS35185,AS35185 Kuveyt Turk Katilim Bankasi A.S.,39
AS39681,AS39681 TISCHUIK VEAESLAV OOO,39
AS28774,AS28774 EFISENS S.A,39
AS203493,AS203493 Egor Timoshenko,39
AS24830,"AS24830 CIRCUITOS ALJARAFE, S.L. ",39
AS53411,AS53411 Central Service Association,39
AS394467,AS394467 AOC Solutions,39
AS53079,AS53079 A.S.Byte Informática Ltda - ME,39
AS31651,AS31651 Interxion Belgium NV.,39
AS29667,AS29667 Atlantis Net Ltd.,39
AS34965,AS34965 WE2U AB,39
AS198387,AS198387 Uniplan Software S.r.l. - Internet Provider,39
AS20784,"AS20784 Cecabank,S.A. ",39
AS35115,AS35115 BESTGO.PL SP. Z O.O.,39
AS133038,AS133038 Exanet Limited,39
AS39909,AS39909 Institute of Soil Science and Plant Cultivation - State Research Institute,39
AS132434,"AS132434 M-04-3A, Block M, ",39
AS207940,AS207940 TOGBU Regionalnyj informacionno-tekhnicheskij centr,39
AS40091,AS40091 WVVA.net Inc.,39
AS205853,AS205853 BiTime LLC,39
AS15472,AS15472 TERRALINK S.R.L.,39
AS30290,AS30290 Western Ohio Computer Organization,39
AS263309,AS263309 LaraNet Telecomunicações e Serviços EIRALI,38
AS17246,AS17246 RCI Broadband,38
AS395799,"AS395799 Soundview Broadcasting, LLC ",38
AS36635,AS36635 PECHANGA ENTERTAINMENT CENTER,38
AS200567,AS200567 Wireless Logic mdex GmbH,38
AS41132,AS41132 Atheeb trading Co. Ltd (Saudi Internet),38
AS56528,AS56528 BIG MMO GAME NETWORK LIMITED,38
AS53719,"AS53719 Mainstream Technologies, Inc. ",38
AS52110,AS52110 IPC ROMAN ROMANOWSKI,38
AS209829,AS209829 Greenhost BV,38
AS26894,AS26894 Northwest Ohio Area Computer Services Cooperative,38
AS137286,AS137286 PT. Arupa Cloud Nusantara,38
AS55486,AS55486 Networx Australia,38
AS42478,AS42478 Yug-Link Ltd.,38
AS207596,AS207596 Cybergroup SIA,38
AS42487,AS42487 VIALIS SAEM,38
AS52662,AS52662 TELECALL TELECOMUNICACOES,38
AS42132,AS42132 Digit One LLC,38
AS42988,AS42988 OOO Teleport-Service Regions,38
AS9426,AS9426 Westpac Bank,38
AS32996,"AS32996 AgriBank, FCB ",38
AS41923,AS41923 HAREL INSURANCE COMPANY LTD,38
AS48243,AS48243 Miratel Ltd,38
AS3826,AS3826 Hilton Worldwide Holdings Inc,38
AS42881,AS42881 INFOCLOUD SRL,38
AS52967,AS52967 NT Brasil Tecnologia Ltda. ME,38
AS8620,AS8620 Tempest a.s.,38
AS32419,AS32419 Protective Insurance Corporation,38
AS17400,"AS17400 MSTelcom-Mercury Servicos de Telecomunicacoes, S.A.R.L ",38
AS54836,"AS54836 Trinity Industries, Inc. ",38
AS264582,AS264582 URUPESNET PROVEDOR DE INTERNET LTDA ME,38
AS17914,AS17914 Multibase Technologies Pty Ltd,38
AS24347,AS24347 Intergen Limted. Internet Service Provider - Wellington NZ.,38
AS27495,AS27495 Open Text Corporation,38
AS57045,AS57045 SpetsSvyaz Ltd.,38
AS30801,AS30801 Ozone SAS,38
AS10031,"AS10031 WEBSATMEDIA PTE LTD, Satellite Over IP, Singapore ",38
AS18842,"AS18842 Business Information Group, Inc. ",38
AS50595,"AS50595 Hochschule RheinMain, University of Applied Sciences, Wiesbaden Ruesselsheim Geisenheim ",38
AS17046,"AS17046 Action Communications, Inc. ",38
AS7227,AS7227 KPMG LLP,38
AS45025,AS45025 Online Technologies LTD,38
AS25189,AS25189 AO Countrycom,38
AS26091,"AS26091 Indiana Data Center, LLC ",38
AS38341,"AS38341 HEXIE Information technology Co., Ltd. ",38
AS53436,AS53436 Tellza Technologies,38
AS203448,AS203448 DataComm LTD,38
AS57736,AS57736 Holstebro Kommune,38
AS59278,AS59278 PT Jaringan VNT Indonesia,38
AS200557,AS200557 REGION40 LLC,38
AS199273,AS199273 DATAGROUP Operate IT GmbH,38
AS203273,AS203273 Engineering Holding Co. for General Trading and Contracting W.L.L,38
AS21131,AS21131 TOV Unitrade Pro,38
AS22609,AS22609 Intertape Polymer Corp,38
AS46251,"AS46251 InfoHedge Technologies, LLC ",38
AS30112,AS30112 AMERICAN LAND TITLE ASSOCIATION,38
AS33993,AS33993 Computers and Peripherals Ltd.,38
AS51097,AS51097 Stichting Nederlands Instituut voor Beeld en Geluid,38
AS35862,AS35862 JCWIFI.COM,38
AS12261,"AS12261 DTC Communications, Inc. ",38
AS44030,AS44030 OtradnoeNet Ltd.,38
AS23286,"AS23286 Hulu, LLC ",38
AS23024,AS23024 Orange County Department of Education,38
AS8954,AS8954 InTouch N.V.,38
AS44322,AS44322 RCNTEC LLC,38
AS135994,AS135994 IDC Online Technology and Solutions Corporation,38
AS131767,AS131767 PT. SOLO JALA BUANA,38
AS46381,"AS46381 E-INS, LLC ",38
AS29549,AS29549 T.C. Ziraat Bankasi A.S.,38
AS34858,AS34858 LLC TK Telezon,38
AS206476,AS206476 IP Technology srl,38
AS23507,AS23507 LEAF Commercial Capital,38
AS47313,AS47313 Joint Stock Company TransTeleCom,38
AS17135,AS17135 Ohio University,38
AS204243,AS204243 HFP Informationssysteme GmbH,38
AS40553,AS40553 Cuyahoga County Information Services center,38
AS198004,"AS198004 Interkonekt Pawel Barczyk, Tomasz Furman Sp.J. ",38
AS22018,AS22018 Taunton Municipal Lighting Plant,38
AS134353,AS134353 Netcocloud - The Quality Based Datacenter,38
AS7625,AS7625 Kakao Corp,38
AS7171,"AS7171 Electronic Arts, Inc. ",38
AS42248,AS42248 Vida optics TVV Ltd.,38
AS52351,AS52351 Integral Insumos,38
AS30497,AS30497 Global Telecom Brokers,38
AS394990,"AS394990 Stratus Technologies, Inc. ",38
AS61573,AS61573 IP2TEL SERVICOS DE COMUNICACAO MULTIMIDIA,38
AS23458,AS23458 Denver Health and Hospital Authority,38
AS20019,AS20019 Parwan Electronics Corporation,38
AS10231,AS10231 Tech-trans System Ltd.,38
AS205409,AS205409 Nationale Confederatie van het Bouwbedrijf VZW,38
AS31187,AS31187 Ukrtechstroy Ltd,38
AS135516,AS135516 Now IT Solutions Ply Ltd,38
AS51464,"AS51464 IBANK2.RU, Ltd. ",38
AS48513,AS48513 Sitekit Solutions Ltd,38
AS328068,AS328068 Beginning 2 End Technologies,38
AS2933,AS2933 Real/Time Communications,38
AS2025,AS2025 University of Toledo,38
AS7734,AS7734 Toronto Dominion Bank,38
AS46449,AS46449 Astrea,38
AS23158,"AS23158 ETEX COMMUNICATIONS, LLC ",38
AS43633,AS43633 PE Kostina Ludmila Vladimirovna,38
AS22834,AS22834 Boston College,38
AS51938,AS51938 MedSystems s.a.l.,38
AS197672,"AS197672 P.P.U.H. INTERPLUS M.Mrozek, R.Wozniak Sp. J. ",38
AS30960,AS30960 OOO Scientific-Production Center Tetra,38
AS57643,AS57643 AirCity Krzysztof Janukowicz,38
AS50053,AS50053 Peninsula Business Services Ltd,38
AS17918,"AS17918 ac3, Australian Centre for Advanced Computing and Communications ",38
AS54007,AS54007 Wycliffe Bible Translators,38
AS62133,AS62133 RANHiGS,38
AS1248,AS1248 HERE Global BV,38
AS204332,AS204332 TKC system s.r.o.,38
AS33749,AS33749 Atlantic Telephone Membership Corp.,38
AS28640,AS28640 VIPWay Telecomunicações Ltda,38
AS26190,AS26190 Sentry Insurance a Mutual Company,38
AS48703,AS48703 CAISSE NATIONALE DE L'ASSURANCE MALADIE,38
AS54233,AS54233 McKesson Canada,38
AS197400,"AS197400 P.P.U.H ""OLKO"" sp. z.o.o ",38
AS3227,AS3227 Live in Sky Ltd,38
AS14167,"AS14167 Multi-Ad Services, Inc. ",38
AS198039,AS198039 OOO RUSSIA CONSULTING,38
AS328513,AS328513 KFML Holdings (PTY) Ltd,38
AS393256,AS393256 DTE Energy Company,38
AS5691,AS5691 The MITRE Corporation,38
AS20222,AS20222 Plant Telephone Company,38
AS47865,AS47865 Liberty Sigorta AS,38
AS28202,AS28202 Rede Brasileira de Comunicacao Ltda,38
AS32319,"AS32319 Marqeta, Inc. ",38
AS21466,AS21466 Kabelfernsehen Bodeli AG,38
AS136224,AS136224 City Online Ltd.,38
AS34001,AS34001 SIA LIVAS NET,38
AS48858,AS48858 LLC Milecom,38
AS206619,AS206619 ALPTIS Assurances SAS,38
AS20060,AS20060 CSC - FS,38
AS48754,AS48754 SOBIS SOLUTIONS SRL,38
AS397285,AS397285 Cambridge Telephone,38
AS44444,AS44444 Forcepoint Cloud Ltd,38
AS20098,AS20098 Blue Cross and Blue Shield of Alabama,38
AS63010,"AS63010 City of LaGrange, Georgia ",38
AS39864,AS39864 Company Tensor LLC,38
AS23848,"AS23848 Shenzhen Ping An Communication Technology Co.,Ltd ",38
AS397791,AS397791 ProAssurance Corporation,38
AS49309,AS49309 NNIT A/S,38
AS35711,AS35711 Expansion Computers SRL,38
AS198225,AS198225 MDDSL - Mitteldeutsche Gesellschaft fuer Kommunikation mbH,38
AS26539,"AS26539 Ahold U.S.A., Inc. ",38
AS22987,AS22987 BrightRidge,38
AS206795,AS206795 Kappalys Sarl,38
AS262721,AS262721 AMPLITUDENET PROVEDOR DE ACESSO A INTERNET LTDA,37
AS395707,"AS395707 CEJ Computer Business Systems, LLC ",37
AS42204,AS42204 dobreprogramy sp. z o.o.,37
AS385,AS385 Air Force Systems Networking,37
AS18268,AS18268 Naganoken Kyodou Densan Co.Ltd.,37
AS204804,AS204804 Open Media Group LLC,37
AS61004,AS61004 Olena Yakimets,37
AS397084,"AS397084 Solvaris, Inc. ",37
AS45361,AS45361 Ulsan Jung-Ang Broadcasting Network,37
AS205232,AS205232 DOMEIN CO LTD.,37
AS53983,"AS53983 CorKat Data Solutions, LLC ",37
AS45051,AS45051 JSC ER-Telecom Holding,37
AS213403,AS213403 Kairos Ltd.,37
AS20271,AS20271 Dogear/Packet Partners,37
AS21835,"AS21835 Scarsdale Security Systems, Inc. ",37
AS213349,AS213349 OctoSEC LTD,37
AS30164,"AS30164 USA COMPANIES, LLC ",37
AS92,AS92 Clarkson University,37
AS50769,AS50769 Computer UltraIT SRL,37
AS44301,AS44301 IVANEL.NET DOO,37
AS394765,AS394765 Verint Americas Inc,37
AS56251,AS56251 PT Corous Three Sixty,37
AS63690,"AS63690 China Dragon Telecom Co.,Ltd ",37
AS53307,"AS53307 Fox Hill Holdings, Inc. ",37
AS36750,AS36750 City of Mississauga,37
AS133354,AS133354 PT Anugerah Karunia Perkasa Abadi,37
AS4608,AS4608 Asia Pacific Network Information Centre,37
AS198549,AS198549 Rg 19 i Norden AB,37
AS40769,AS40769 22-3791112,37
AS206362,AS206362 SIA OSS Networks,37
AS61895,AS61895 EZEQUIEL DOS SANTOS ALVES - INTERNET,37
AS263214,AS263214 UNIVERSIDAD SANTO TOMAS,37
AS58898,AS58898 Rainbow communications India Pvt Ltd,37
AS32006,AS32006 Hudson's Bay Company,37
AS204050,AS204050 Yoti Ltd,37
AS396294,AS396294 Converging Technology Solutions Inc.,37
AS205567,AS205567 Gemotest Laboratories,37
AS53449,AS53449 OEC Fiber,37
AS46930,AS46930 Denver Public Schools,37
AS13303,AS13303 University of Nis,37
AS39500,AS39500 Frode Laursen A/S,37
AS60851,AS60851 Egton Medical Information Systems Limited,37
AS205911,AS205911 Uplink SRL,37
AS198777,AS198777 Wojciech Wielogorski trading as SYMETRA,37
AS203750,AS203750 State Unitary Enterprise of Krasnodar Region Information Technology Center,37
AS41706,AS41706 OJSC OC Rosneft,37
AS63922,AS63922 Real World Technology Solutions Pty Ltd,37
AS263300,AS263300 Universidade Federal de Santa Catarina,37
AS13943,"AS13943 Y K Communications, LTD ",37
AS24077,AS24077 TMHK Global Transit,37
AS48036,AS48036 OOO Scientific-Production Enterprise Edma,37
AS8720,AS8720 Aspan telecom,37
AS19611,AS19611 Associação Antônio Vieira - Unisinos,37
AS131787,AS131787 Keltron House,37
AS30081,"AS30081 CacheNetworks, Inc. ",37
AS41152,"AS41152 ERTEBATAT FARAGOSTAR SHARG COMPANY, PVT. ",37
AS206905,AS206905 Research Institute of Complex Security Systems LLC,37
AS41707,AS41707 Hamburg Suedamerikanische Dampfschifffahrts-Gesellschaft KG,37
AS6528,AS6528 SOUTH ARKANSAS TELEPHONE COMPANY,37
AS19689,AS19689 Nuvisions,37
AS38713,"AS38713 Broadband ISP, FTTH and Cable Service Provider ",37
AS29804,AS29804 Valu-Net LLC.,37
AS12579,AS12579 Xenologics Networks & Communications GmbH,37
AS53162,AS53162 VOIPGLOBE SERVICOS DE COM MULTIMIDIA VIA INTERNET,37
AS26378,AS26378 ADORAMA,37
AS44199,AS44199 Modern Solutions LTD,37
AS45313,"AS45313 Dinas Perhubungan,komunikasi, informasi dan Telematika -NAD ",37
AS8766,AS8766 Szkola Glowna Handlowa w Warszawie,37
AS52122,AS52122 Bona Netto SL,37
AS22460,"AS22460 PepsiCo, Inc. ",37
AS30288,"AS30288 ANRO, Inc. ",37
AS49927,AS49927 Mikrografija Trgovina d.o.o.,37
AS37517,AS37517 CV Multimedia SA,37
AS24005,AS24005 SafeNZ Networks LTD,37
AS53809,AS53809 Texas Tech University Health Sciences Center at El Paso,37
AS49243,AS49243 The state institution The Main Economic Office of the Administrative Affairs Office of the President of the Republic of Belarus,37
AS57525,AS57525 GRANDI NAVI VELOCI SPA,37
AS37007,AS37007 Liberty Group Limited,37
AS18260,"AS18260 EHIME CATV CO.,LTD. ",37
AS10294,AS10294 Coast Community College District,37
AS202596,AS202596 G.Network Communications Limited,37
AS28375,"AS28375 Cydsa Corporativo, S.A. de C.V. ",37
AS2717,AS2717 Cummins Inc.,37
AS36738,AS36738 Athenahealth,37
AS57066,AS57066 Yleisradio Oy,37
AS46902,AS46902 California State Teachers Retirement System (CalSTRS),37
AS11850,AS11850 MagsNet LLC,37
AS37309,AS37309 QCell Limited,37
AS204419,AS204419 ITNS GmbH,37
AS45013,"AS45013 LLC ""Econotel"" ",37
AS11096,AS11096 FloridaNet,37
AS32829,"AS32829 Port Networks, Inc. ",37
AS199831,AS199831 Citimedia.pl Sp z o.o.,37
AS9321,AS9321 Hanyang University,37
AS56550,AS56550 STEL S.R.L.,37
AS200374,AS200374 Schwarzwaelder Bote Mediengesellschaft mbH,37
AS134903,AS134903 Smart Wi5 Pvt. Ltd.,37
AS18615,"AS18615 Mainstream Fiber Networks, LLC ",37
AS41027,AS41027 Netexpert Ltd.,37
AS59898,AS59898 AllSafe Sarl,37
AS32866,"AS32866 Solera Holdings, Inc. ",37
AS26358,AS26358 NATIONAL FLOOD SERVICES,37
AS8528,AS8528 RENAULT SAS,37
AS44061,AS44061 Jacek Mruk trading as SAT-MONT-SERVICE Sp. J.,37
AS263612,AS263612 IP CARRIER TELECOM DO BRASIL,37
AS51855,AS51855 NET COMP Ltd.,37
AS2850,AS2850 University College Dublin,37
AS32952,AS32952 zColo,37
AS2485,AS2485 AFNIC (Association Francaise pour le Nommage Internet en Cooperation),37
AS262743,AS262743 CLIGUE TELECOMUNICACOES LTDA -ME,37
AS135016,AS135016 Reece Australia Pty LTD,37
AS131769,AS131769 PT Mayatama Solusindo,37
AS395123,AS395123 ZBroadband,37
AS50156,AS50156 Boxed IT Ltd.,37
AS46646,"AS46646 BOTTOMLINE TECHNOLOGIES (DE), INC ",37
AS61976,AS61976 OOO Network of data-centers Selectel,37
AS202703,AS202703 net-sol GmbH,37
AS138384,"AS138384 Rakuten Mobile Network, Inc. ",37
AS63016,AS63016 Renown Health,37
AS10101,AS10101 UNN-BN,37
AS263688,AS263688 INTESIS CHILE S.A,37
AS10179,AS10179 Daehan Investment Trust Securities,37
AS43848,AS43848 Gamsjaeger Kabel-TV & ISP Betriebs GmbH,37
AS393521,AS393521 Scott Technology Center,37
AS47949,AS47949 gsnet.cz s.r.o.,37
AS135512,AS135512 BIZ-LYNX Technology Pty Ltd,37
AS9694,AS9694 Seokyung Cable Television Co.. Ltd.,37
AS24434,AS24434 James Cook University,37
AS53894,AS53894 Hearst Communications Inc.,37
AS198220,AS198220 Datapipe Europe Ltd,37
AS51207,AS51207 Free Mobile SAS,37
AS56444,AS56444 Atmoso Limited,37
AS34074,AS34074 IBS Bulgaria EOOD,37
AS34052,AS34052 OOO NPP Logika,37
AS25585,AS25585 Kencomp Internet,37
AS197119,AS197119 KRENA - Kyrgyz research and education network association,37
AS201116,AS201116 Vybezek.NET s.r.o.,37
AS3839,AS3839 Chulalongkorn University,37
AS48128,AS48128 Obyedinyonniye Lokalniye Seti Ltd.,37
AS38146,AS38146 DIGITAL WIRELESS INDONESIA PT.,37
AS29877,AS29877 Windstream Communications LLC,37
AS136606,AS136606 Crystal Net Pte Ltd,37
AS43212,AS43212 Pejvak Ertebatat Atiyeh Roshan Company (P.J.S.),37
AS45148,AS45148 Digivision Entertainment Private Limited,37
AS207134,"AS207134 PHOENIX NAP, LLC. ",37
AS21534,"AS21534 BroadSoft, Inc. ",37
AS204488,AS204488 Conecta - Soluciones de conectividad S.L.,37
AS13106,AS13106 Don Apex Ltd,37
AS56527,AS56527 Information-Transport Network Company ltd.,37
AS50265,AS50265 Invest Mobile LLC,37
AS52063,AS52063 SystemIP. Ltd,37
AS38771,AS38771 PT Cyberplus Media Pratama,37
AS15991,AS15991 Swedish Tax Agency,37
AS32030,"AS32030 VoIPster Communications, INC. ",37
AS59466,AS59466 EuroExpress Ltd.,37
AS35371,AS35371 Softkit SRL,37
AS201838,AS201838 Community Fibre Limited,37
AS60483,AS60483 TELECOM SERVICE BULGARIA EOOD,37
AS327701,AS327701 Sabinet Gateway,37
AS263218,"AS263218 INTERNET TELECOMUNICATION COMPANY DE GUATEMALA, S.A. ",37
AS59497,AS59497 Buknet LLC,37
AS38934,AS38934 Pride Limited company,37
AS24660,AS24660 EVOZON SYSTEMS SRL,37
AS29496,AS29496 Link-Service Ltd.,36
AS39611,AS39611 VIVO Communications Sh p k,36
AS263774,AS263774 MARANDU COMUNICACIONES SOCIEDAD DEL ESTADO,36
AS270764,AS270764 Ecxon Datacenter,36
AS266769,AS266769 ISPCOM S.A.,36
AS44879,AS44879 Zentrale Informatikdienste Kanton Baselland,36
AS17781,AS17781 XINHUA NEWS AGENCY,36
AS45213,"AS45213 University of Southern Queensland, ",36
AS34674,AS34674 NetWave Ltd.,36
AS136269,AS136269 BPAC CLINICAL SOLUTIONS LP,36
AS58476,AS58476 DIREKTORAT JENDERAL PAJAK,36
AS197444,AS197444 Vlastimil Drazsky,36
AS21467,AS21467 Medien Communications Gesellschaft mbH,36
AS203450,AS203450 LOGICPRIM s.r.o.,36
AS212969,AS212969 Jonathan Cho,36
AS17199,AS17199 Swagelok Company,36
AS10586,AS10586 OSI de Guatemala,36
AS135943,"AS135943 Truong Minh Thinh Online Trading And Service Co., Ltd ",36
AS62094,AS62094 Midasplayer AB,36
AS395565,AS395565 Mexico Internet Exchange,36
AS19882,"AS19882 Acuity Brands, Inc. ",36
AS25670,AS25670 thinkCSC,36
AS136388,AS136388 Efficient Chips,36
AS19899,AS19899 Miami Dade College,36
AS54319,AS54319 Bridgehead Networks,36
AS131455,AS131455 22 Stirling St,36
AS8735,AS8735 Atos Information Technology GmbH,36
AS16861,AS16861 Revelex.com,36
AS49500,AS49500 XCT.RO ONLINE SRL,36
AS205769,AS205769 Mainzer Breitband GmbH,36
AS20294,AS20294 MTN Uganda,36
AS8790,AS8790 State Educational Institution of Higher Professional Education Petrozavodsk State University,36
AS197727,AS197727 KPN B.V.,36
AS14109,AS14109 Sigma Aldrich Corporation,36
AS262192,AS262192 Skycorp S.A.,36
AS37442,AS37442 ZARNet Pvt Ltd,36
AS17756,AS17756 Australia Post,36
AS131435,AS131435 Vietnam Esports and Entertainment Joint Stock Company,36
AS21975,"AS21975 LOOMIS SAYLES & CO., LP ",36
AS58627,AS58627 OneAsia Network Limited,36
AS25807,AS25807 Arlington County Government,36
AS201463,AS201463 Infront Financial Technology GmbH,36
AS8510,AS8510 Tomsk State University,36
AS32017,AS32017 SATCOM - Comunicacoes Satelite Limitada,36
AS208372,AS208372 KSG Kraftwerks-Simulator-Gesellschaft mbH,36
AS203924,AS203924 buerodata AG,36
AS9128,AS9128 Alpha Bank SA,36
AS24744,AS24744 SiNET Telecom s.r.o.,36
AS47329,AS47329 WDM Sp. z o.o.,36
AS22976,AS22976 First Citizens Bank,36
AS17889,AS17889 Intraceptives Pty Ltd,36
AS13099,AS13099 AzEuroTel J.V.,36
AS40961,AS40961 POLMEX - SERWIS S.C.,36
AS41085,AS41085 Obyedinennaya sistema momentalnih platejey CJSC,36
AS13839,AS13839 Piper Jaffray Companies,36
AS50625,"AS50625 Krosnienskie Centrum Informatyczne ""KROSOFT"" ",36
AS23255,AS23255 Pacificorp,36
AS9474,AS9474 SmarTone Telecommunications Ltd.,36
AS51058,AS51058 Sascha Bielski,36
AS35762,AS35762 NETSTORMING S.R.L.,36
AS22169,"AS22169 Omnis Network, LLC ",36
AS676,AS676 United Nations Development Programme,36
AS25103,AS25103 Adisan Net SRL,36
AS63201,"AS63201 Coeo Solutions, LLC ",36
AS21182,AS21182 Opole University,36
AS20865,AS20865 Your Voice S.p.A.,36
AS200542,AS200542 Inventi In20 srl,36
AS39280,AS39280 Ultel LLC,36
AS395779,AS395779 ARMSTRONG INTERNATIONAL INC,36
AS132376,"AS132376 BasketAsia, Sdn. Bhd. ",36
AS135607,AS135607 Infinivan Incorporated,36
AS41967,AS41967 Sumski Telecom Systems Ltd,36
AS19523,AS19523 BH Telecom Corp.,36
AS2799,AS2799 Polismyndigheten,36
AS27837,AS27837 Dialnet de Colombia S.A. E.S.P.,36
AS3949,"AS3949 NTT America, Inc. ",36
AS265870,AS265870 ARQUETIPONET SRL,36
AS17587,AS17587 HANSOL GYOYOOK,36
AS14366,AS14366 Rogers Communications Canada Inc.,36
AS55714,AS55714 Fiberlink Pvt.Ltd,36
AS29833,AS29833 MEDICAL INFORMATICS ENGINEERING,36
AS394945,AS394945 Expeditors International of Wa Inc.,36
AS2470,AS2470 Renater,36
AS20813,AS20813 Hellenic Open University,36
AS212786,AS212786 Pooky L&W SDN BHD,36
AS52818,AS52818 CD ONE CORPORATION DO BRASIL LTDA,36
AS136306,AS136306 Texes Connect Private Limited,36
AS28188,AS28188 Pronto Net Ltda.,36
AS38399,AS38399 Gyeonggi-do Yeoju Office of Education,36
AS22888,AS22888 Sistema Universitario Ana G. Mendez,36
AS42819,AS42819 OOO MediaSeti,36
AS42783,AS42783 ACP IT Solutions GmbH,36
AS50349,AS50349 Radoslaw Walentowski trading as Timplus B.Dudek R.Walentowski sp.j.,36
AS23842,AS23842 Shenzhen Information and Network Center,36
AS265048,AS265048 Smart6 Tecnologia em Internet Ltda.,36
AS132597,AS132597 Hong Kong Serverworks Limited,36
