Rank,ASN,Name,Country,Online,Offline,Average Reaction Time
2382,AS42038,AS42038 VLADLINK-AS,- RU,0,1,"6 days, 17 hours, 26 minutes"
2383,AS55687,AS55687 UNTAN-AS-ID Universitas Tanjungpura,- ID,0,1,"6 days, 17 hours, 37 minutes"
2384,AS199264,AS199264 XEMU XEMU,- EE,39,709,"6 days, 17 hours, 45 minutes"
2385,AS49367,AS49367 ASSEFLOW Amsterdam Internet Exchange ... ,- RO,0,129,"6 days, 17 hours, 52 minutes"
2386,AS397280,AS397280 HOSTFLYTE-NETWORKS,- US,0,5,"6 days, 17 hours, 53 minutes"
2387,AS8585,AS8585 INTERNET-CG,- ME,0,1,"6 days, 17 hours, 57 minutes"
2388,AS46597,AS46597 ECOMMERCE,- US,0,4,"6 days, 17 hours, 58 minutes"
2389,AS21548,AS21548 MTO,- CA,0,2,"6 days, 17 hours, 59 minutes"
2390,AS12768,AS12768 ER-TELECOM-AS,- RU,0,4,"6 days, 18 hours, 12 minutes"
2391,AS61157,AS61157 PLUSSERVER-ASN1,- DE,0,18,"6 days, 18 hours, 18 minutes"
2392,AS43350,AS43350 NFORCE,- RU,19,409,"6 days, 18 hours, 22 minutes"
2393,AS14992,AS14992 CRYSTALTECH,- US,3,37,"6 days, 18 hours, 23 minutes"
2394,AS45045,AS45045 GOODNET-AS,- UA,1,20,"6 days, 18 hours, 24 minutes"
2395,AS58294,AS58294 CLOUDWALL,- BG,0,18,"6 days, 18 hours, 53 minutes"
2396,AS21412,AS21412 CGATES-AS,- LT,0,7,"6 days, 19 hours, 0 minutes"
2397,AS29319,AS29319 ASN-IMSYS,- RU,0,1,"6 days, 19 hours, 5 minutes"
2398,AS23673,"AS23673 ONLINE-AS Cogetel Online, Cambodia, ... ",- KH,0,11,"6 days, 19 hours, 13 minutes"
2399,AS31240,AS31240 HT-SYSTEMS-AS Uplinks:,- RU,0,146,"6 days, 19 hours, 30 minutes"
2400,AS15975,AS15975 HADARA-AS,- PS,0,8,"6 days, 19 hours, 47 minutes"
2401,AS24079,AS24079 DATAONE-PH-AS-AP DATAONE ASIA PHILIP ... ,- PH,0,13,"6 days, 20 hours, 12 minutes"
2402,AS58397,AS58397 INFINYS-AS-ID PT Infinys System Indo ... ,- ID,1,31,"6 days, 20 hours, 25 minutes"
2403,AS21396,AS21396 NETCONNEX NetConnex Broadband Ltd.,- GB,0,9,"6 days, 20 hours, 28 minutes"
2404,AS28126,AS28126 BRISANET SERVICOS DE TELECOMUNICACOE ... ,- BR,0,18,"6 days, 20 hours, 59 minutes"
2405,AS394625,AS394625 WHITELABELIT,- US,0,438,"6 days, 21 hours, 8 minutes"
2406,AS21064,"AS21064 OLMAN-COM-AS OLMAN, Metropolitan Are ... ",- PL,0,13,"6 days, 21 hours, 17 minutes"
2407,AS133481,AS133481 AIS-FIBRE-AS-AP AIS Fibre,- TH,0,1,"6 days, 21 hours, 18 minutes"
2408,AS9319,AS9319 HCNCHUNGJU-AS-KR HCN CHUNGBUK CABLE ... ,- KR,2,80,"6 days, 21 hours, 23 minutes"
2409,AS44957,AS44957 OPITEL,- IT,0,3,"6 days, 21 hours, 24 minutes"
2410,AS12390,AS12390 KINGSTON-UK-AS,- GB,0,5,"6 days, 21 hours, 29 minutes"
2411,AS24445,AS24445 CMNET-V4HENAN-AS-AP Henan Mobile Com ... ,- CN,0,32,"6 days, 21 hours, 38 minutes"
2412,AS206758,AS206758 AKOMP-AS,- PL,0,1,"6 days, 21 hours, 38 minutes"
2413,AS200303,AS200303 LUMASERV LUMASERV Systems,- DE,0,143,"6 days, 21 hours, 41 minutes"
2414,AS205399,AS205399 HOSTIGGER,- TR,0,22,"6 days, 21 hours, 50 minutes"
2415,AS131743,AS131743 IDNIC-GBA-AS-ID PT GNET BIARO AKSES,- ID,0,1,"6 days, 22 hours, 13 minutes"
2416,AS54641,AS54641 INMOTI-1,- US,4,404,"6 days, 22 hours, 14 minutes"
2417,AS213371,AS213371 SQUITTER-NETWORKS,- EE,0,526,"6 days, 22 hours, 16 minutes"
2418,AS202933,AS202933 CLOUDSOLUTIONS,- RU,0,24,"6 days, 22 hours, 22 minutes"
2419,AS55406,"AS55406 HRCTECH-01-AS-AP 26 Shyamoli, Bir Ut ... ",- BD,0,10,"6 days, 22 hours, 47 minutes"
2420,AS37123,AS37123 TELCO-,- ZW,0,2,"6 days, 23 hours, 0 minutes"
2421,AS51852,AS51852 PLI-AS,- CH,0,249,"6 days, 23 hours, 7 minutes"
2422,AS43567,AS43567 SOUTHTEL-AS,- RU,0,1,"6 days, 23 hours, 9 minutes"
2423,AS136821,AS136821 IDNIC-3MEDIA-AS-ID PT TRIMEDIA SETIY ... ,- ID,0,40,"6 days, 23 hours, 25 minutes"
2424,AS59447,AS59447 SAYFANET,- TR,0,10,"6 days, 23 hours, 26 minutes"
2425,AS47792,AS47792 ABONET-AS,- RO,0,1,"6 days, 23 hours, 28 minutes"
2426,AS16556,AS16556 TOTALCHOICE,- US,0,29,"6 days, 23 hours, 30 minutes"
2427,AS51177,AS51177 THCPROJECTS,- RO,0,103,"6 days, 23 hours, 49 minutes"
2428,AS136023,"AS136023 PTE-AS-AP PTE Group Co., Ltd",- TH,1,4,"6 days, 23 hours, 56 minutes"
2429,AS201964,AS201964 EURONIC,- FI,0,2,"7 days, 0 hours, 8 minutes"
2430,AS136375,AS136375 CHLTECH-AS Chl Technology,- IN,0,1,"7 days, 0 hours, 12 minutes"
2431,AS3361,AS3361 DF-TUKWILA01,- US,0,4,"7 days, 0 hours, 23 minutes"
2432,AS55430,AS55430 STARHUB-NGNBN Starhub Ltd,- SG,0,8,"7 days, 0 hours, 27 minutes"
2433,AS213373,AS213373 IPCONNECT,- DE,0,74,"7 days, 0 hours, 36 minutes"
2434,AS5391,AS5391 T-HT Croatian Telecom Inc.,- HR,0,31,"7 days, 0 hours, 36 minutes"
2435,AS57152,AS57152 TEKNET,- TR,0,3,"7 days, 0 hours, 39 minutes"
2436,AS264989,AS264989 Infotecnica Tecnologia Ltda,- BR,0,1,"7 days, 1 hours, 1 minutes"
2437,AS265103,AS265103 Biplink Servicos de Comunicacao Mult ... ,- BR,0,1,"7 days, 1 hours, 2 minutes"
2438,AS8470,AS8470 MACOMNET,- RU,0,1,"7 days, 1 hours, 12 minutes"
2439,AS16686,AS16686 EDNS,- CA,0,1,"7 days, 1 hours, 14 minutes"
2440,AS138402,AS138402 NETEY-AS-AP Netey Networks LLC,- HK,1,2,"7 days, 1 hours, 50 minutes"
2441,AS206866,AS206866 GARTEL,- ES,0,7,"7 days, 1 hours, 52 minutes"
2442,AS29068,AS29068 UT-AS,- IR,0,3,"7 days, 2 hours, 16 minutes"
2443,AS20207,AS20207 Gigared S.A.,- AR,0,15,"7 days, 2 hours, 30 minutes"
2444,AS18230,AS18230 ZIPNETBD-DKB-AS-AP Zipnet Limited DK ... ,- BD,0,10,"7 days, 2 hours, 56 minutes"
2445,AS205388,AS205388 SERVERDISCOUNTER serverdiscounter.co ... ,- DE,0,18,"7 days, 3 hours, 28 minutes"
2446,AS38331,AS38331 ITS-AS-ID-AP Institut Teknologi Sepu ... ,- ID,0,2,"7 days, 3 hours, 53 minutes"
2447,AS19994,AS19994 RACKSPACE,- US,0,35,"7 days, 5 hours, 6 minutes"
2448,AS137409,AS137409 GSLNETWORKS-AS-AP GSL Networks Pty L ... ,- AU,0,14,"7 days, 5 hours, 7 minutes"
2449,AS34962,AS34962 ANONYMIZE Epik Network,- PT,0,94,"7 days, 5 hours, 23 minutes"
2450,AS49282,AS49282 FICOLO,- FI,0,9,"7 days, 5 hours, 29 minutes"
2451,AS11816,AS11816 SetarNet,- AW,0,2,"7 days, 5 hours, 38 minutes"
2452,AS263152,AS263152 MIGO TELECOM,- BR,0,2,"7 days, 5 hours, 58 minutes"
2453,AS264442,AS264442 Tamar Comercio e Equipamentos para I ... ,- BR,0,1,"7 days, 6 hours, 2 minutes"
2454,AS45960,AS45960 YTLCOMMS-AS-AP YTL COMMUNICATIONS SD ... ,- MY,0,4,"7 days, 6 hours, 11 minutes"
2455,AS45062,AS45062 NETEASE-AS Guangzhou NetEase Compute ... ,- CN,1,1,"7 days, 6 hours, 19 minutes"
2456,AS30361,AS30361 SWIFTWILL2,- US,0,2,"7 days, 6 hours, 40 minutes"
2457,AS9925,AS9925 HKTHOST-AP Powerbase DataCenter Serv ... ,- HK,0,4,"7 days, 6 hours, 48 minutes"
2458,AS61003,AS61003 GLOBALTELEHOST,- DE,0,1,"7 days, 6 hours, 49 minutes"
2459,AS38043,"AS38043 SRI-AS-AP Sophia Reserch Institute, ... ",- JP,0,1,"7 days, 6 hours, 58 minutes"
2460,AS44112,AS44112 SWEB-AS,- RU,0,56,"7 days, 7 hours, 4 minutes"
2461,AS16858,AS16858 AS-TIERP-16858,- US,0,2,"7 days, 8 hours, 6 minutes"
2462,AS24835,AS24835 RAYA-AS,- EG,2,3,"7 days, 8 hours, 18 minutes"
2463,AS199473,AS199473 BARNET,- PL,0,1,"7 days, 8 hours, 22 minutes"
2464,AS35773,"AS35773 ICONNECT-AS Pazardjik, Bulgaria",- BG,0,14,"7 days, 8 hours, 24 minutes"
2465,AS202053,AS202053 UPCLOUD,- FI,1,83,"7 days, 8 hours, 36 minutes"
2466,AS7575,AS7575 AARNET-AS-AP Australian Academic and ... ,- AU,0,1,"7 days, 8 hours, 38 minutes"
2467,AS31334,AS31334 KABELDEUTSCHLAND-AS,- DE,0,5,"7 days, 8 hours, 59 minutes"
2468,AS135752,AS135752 EVOKEDS-AS Evoke Digital Solutions,- IN,0,1,"7 days, 9 hours, 30 minutes"
2469,AS38880,AS38880 M21-AS-AP Micron21 Datacentre Pty Lt ... ,- AU,0,17,"7 days, 9 hours, 42 minutes"
2470,AS262327,AS262327 High Tech Informatica Ltda,- BR,0,1,"7 days, 9 hours, 44 minutes"
2471,AS60098,AS60098 INSITINVEST-AS,- RU,0,2,"7 days, 9 hours, 46 minutes"
2472,AS133398,AS133398 TELE-AS Tele Asia Limited,- LT,0,40,"7 days, 9 hours, 58 minutes"
2473,AS19711,AS19711 SWAZINET,- SZ,1,9,"7 days, 9 hours, 59 minutes"
2474,AS28212,AS28212 DGNet Telecom,- BR,0,3,"7 days, 10 hours, 9 minutes"
2475,AS9123,AS9123 TIMEWEB-AS,- RU,0,1'004,"7 days, 10 hours, 11 minutes"
2476,AS9952,AS9952 HOSTWAY-AS-KR Hostway IDC,- KR,1,4,"7 days, 10 hours, 27 minutes"
2477,AS19437,AS19437 SS-ASH,- US,4,6,"7 days, 10 hours, 31 minutes"
2478,AS15943,AS15943 WTNET-AS wilhelm.tel GmbH,- DE,0,21,"7 days, 10 hours, 45 minutes"
2479,AS199653,AS199653 ARUBAFR-AS,- FR,0,136,"7 days, 11 hours, 18 minutes"
2480,AS48693,AS48693 NTSERVICE-AS,- UA,0,44,"7 days, 11 hours, 24 minutes"
2481,AS30900,AS30900 WEBWORLD-AS t/a Web World Ireland,- IE,1,10,"7 days, 11 hours, 45 minutes"
2482,AS39052,AS39052 SKANSKANET-AS,- US,0,17,"7 days, 11 hours, 51 minutes"
2483,AS32767,AS32767 SAPIOTERRA,- US,0,4,"7 days, 11 hours, 54 minutes"
2484,AS4434,AS4434 ERX-RADNET1-AS PT Rahajasa Media Int ... ,- ID,0,6,"7 days, 12 hours, 31 minutes"
2485,AS62904,AS62904 EONIX-COMMUNICATIONS-ASBLOCK-62904,- US,0,764,"7 days, 12 hours, 44 minutes"
2486,AS48430,AS48430 FIRSTDC-AS,- RU,0,8,"7 days, 13 hours, 1 minutes"
2487,AS29247,AS29247 COSMOTE-GR Cosmote Mobile Telecommun ... ,- GR,0,1,"7 days, 13 hours, 10 minutes"
2488,AS12871,AS12871 NL-CONCEPTS,- NL,0,15,"7 days, 13 hours, 15 minutes"
2489,AS9652,AS9652 ECN-AS-AP ECN Internet,- AU,0,1,"7 days, 13 hours, 50 minutes"
2490,AS57724,AS57724 DDOS-GUARD,- RU,0,75,"7 days, 14 hours, 5 minutes"
2491,AS262391,AS262391 ACESSOLINE TELECOMUNICACOES LTDA,- BR,0,9,"7 days, 14 hours, 25 minutes"
2492,AS57701,AS57701 ASMTK,- PL,0,2,"7 days, 14 hours, 26 minutes"
2493,AS7540,AS7540 HKCIX-AS-AP HongKong Commercial Inte ... ,- HK,0,5,"7 days, 15 hours, 5 minutes"
2494,AS45808,AS45808 UTP-MY Bandar Seri Iskandar,- MY,0,2,"7 days, 15 hours, 6 minutes"
2495,AS64439,AS64439 ITOS-AS,- RU,0,105,"7 days, 15 hours, 23 minutes"
2496,AS45292,AS45292 LIPI-AS-ID Lembaga Ilmu Pengetahuan ... ,- ID,0,5,"7 days, 15 hours, 34 minutes"
2497,AS6188,AS6188 VPSDATACENTER,- US,1,29,"7 days, 15 hours, 36 minutes"
2498,AS199907,AS199907 RADENETWORK,- TR,0,5,"7 days, 15 hours, 59 minutes"
2499,AS16211,AS16211 STELLA-NET,- FR,0,5,"7 days, 16 hours, 15 minutes"
2500,AS52116,AS52116 ORIONTELEKOM-DPI-AS,- RS,0,5,"7 days, 16 hours, 16 minutes"
2501,AS398110,AS398110 GO-DADDY-COM-LLC,- US,0,48,"7 days, 16 hours, 26 minutes"
2502,AS206065,AS206065 FDI,- IR,0,1,"7 days, 16 hours, 39 minutes"
2503,AS37520,AS37520 Rhodes-Univ,- ZA,0,5,"7 days, 16 hours, 40 minutes"
2504,AS9268,AS9268 OVERTHEWIRE-AS-AP Over The Wire Pty ... ,- AU,0,14,"7 days, 17 hours, 17 minutes"
2505,AS9583,AS9583 SIFY-AS-IN Sify Limited,- IN,0,12,"7 days, 17 hours, 17 minutes"
2506,AS5576,AS5576 AKSHI,- AL,0,1,"7 days, 17 hours, 32 minutes"
2507,AS132768,AS132768 FIVENETWORK-AS-IN Five network Broad ... ,- IN,1,24,"7 days, 17 hours, 48 minutes"
2508,AS18313,AS18313 PCN-AS-KR LG HelloVision Corp.,- KR,0,5,"7 days, 17 hours, 48 minutes"
2509,AS44323,AS44323 BPP-ING,- RS,0,45,"7 days, 17 hours, 57 minutes"
2510,AS212900,AS212900 TARNAMA,- IR,0,1,"7 days, 18 hours, 3 minutes"
2511,AS50515,AS50515 TIER-DATA-CENTER,- RO,0,7,"7 days, 18 hours, 4 minutes"
2512,AS204548,AS204548 CLOUDWEBMANAGE-IL-FR,- DE,0,13,"7 days, 18 hours, 12 minutes"
2513,AS45012,AS45012 CLOUDPIT,- DE,19,83,"7 days, 18 hours, 28 minutes"
2514,AS48837,AS48837 ALFA-WEB-AS Aleea Crizantemelor nr. ... ,- RO,0,8,"7 days, 18 hours, 44 minutes"
2515,AS208046,AS208046 HOSTSLICK-GERMANY Dedicated Server P ... ,- GB,1,123,"7 days, 18 hours, 46 minutes"
2516,AS208346,AS208346 ZUMY,- NL,0,70,"7 days, 18 hours, 55 minutes"
2517,AS47438,AS47438 PSKOVLINE-AS,- RU,0,1,"7 days, 18 hours, 57 minutes"
2518,AS49749,AS49749 VMS-AS,- RU,0,3,"7 days, 19 hours, 33 minutes"
2519,AS200019,AS200019 ALEXHOST,- MD,0,527,"7 days, 20 hours, 13 minutes"
2520,AS27589,AS27589 MOJOHOST,- US,0,11,"7 days, 20 hours, 28 minutes"
2521,AS12687,"AS12687 URAN Kiev, Ukraine",- UA,0,1,"7 days, 21 hours, 12 minutes"
2522,AS51859,AS51859 MNSHA-AS,- RS,0,21,"7 days, 21 hours, 15 minutes"
2523,AS135337,AS135337 CHPL-AS-AP Cloud Himalaya Pvt Ltd,- NP,0,5,"7 days, 21 hours, 21 minutes"
2524,AS48732,AS48732 RAYANEGAR,- IR,0,9,"7 days, 23 hours, 1 minutes"
2525,AS62183,AS62183 NORDICOM,- SE,0,1,"7 days, 23 hours, 21 minutes"
2526,AS132924,AS132924 EROWIDECOMM-AS-IN Ero Wide Comm Priv ... ,- IN,0,61,"7 days, 23 hours, 21 minutes"
2527,AS21430,AS21430 WIA-AS,- CZ,0,1,"7 days, 23 hours, 34 minutes"
2528,AS18278,AS18278 CC9N Cable TV Corporation,- JP,0,1,"8 days, 0 hours, 4 minutes"
2529,AS19257,AS19257 SUBRIGO,- US,3,10,"8 days, 0 hours, 14 minutes"
2530,AS10037,AS10037 NEXEYE-AS-KR LG HelloVision Corp.,- KR,0,1,"8 days, 0 hours, 40 minutes"
2531,AS45916,AS45916 GTPL-AS-AP Gujarat Telelink Pvt Ltd,- IN,2,6,"8 days, 0 hours, 41 minutes"
2532,AS134520,AS134520 GIGSGIGSCLOUD-AS-AP GigsGigs Network ... ,- HK,0,15,"8 days, 0 hours, 56 minutes"
2533,AS24994,AS24994 GENESYS-AS,- IT,0,7,"8 days, 1 hours, 6 minutes"
2534,AS11878,AS11878 TZULO,- US,0,14,"8 days, 1 hours, 29 minutes"
2535,AS204581,AS204581 MOVITEL,- ES,0,1,"8 days, 2 hours, 2 minutes"
2536,AS9873,AS9873 TELECOM-LA-AS-AP Lao Telecom Communi ... ,- LA,0,7,"8 days, 2 hours, 2 minutes"
2537,AS17216,AS17216 DC74-AS,- US,1,16,"8 days, 2 hours, 11 minutes"
2538,AS200849,AS200849 FASSMA_NET-AS,- AT,0,1,"8 days, 2 hours, 12 minutes"
2539,AS12695,AS12695 DINET-AS,- RU,0,30,"8 days, 2 hours, 53 minutes"
2540,AS41535,AS41535 RUSONYX-AS,- RU,0,6,"8 days, 2 hours, 54 minutes"
2541,AS39878,AS39878 RAUTER-AS,- AT,0,1,"8 days, 3 hours, 5 minutes"
2542,AS31724,AS31724 SVYAZIST-AS,- RU,1,9,"8 days, 3 hours, 8 minutes"
2543,AS9334,AS9334 IMANILA-AS-AP iManila,- PH,0,5,"8 days, 3 hours, 36 minutes"
2544,AS60117,AS60117 HS,- RO,0,329,"8 days, 3 hours, 46 minutes"
2545,AS35645,AS35645 INFOCENTER,- RU,0,6,"8 days, 4 hours, 2 minutes"
2546,AS5713,AS5713 SAIX-NET,- ZA,6,3,"8 days, 4 hours, 5 minutes"
2547,AS9830,AS9830 SWIFTONLINE-AS-AP SWIFT ONLINE BORDE ... ,- IN,0,7,"8 days, 4 hours, 13 minutes"
2548,AS57167,AS57167 CITYHOST-AS,- UA,0,5,"8 days, 4 hours, 28 minutes"
2549,AS3351,AS3351 IOFFE-PHYSICAL-THECHICAL-INSTITUTE-A ... ,- RU,0,3,"8 days, 4 hours, 44 minutes"
2550,AS213035,AS213035 SERVERION-AS,- NL,61,426,"8 days, 4 hours, 50 minutes"
2551,AS63199,AS63199 CDSC-AS1,- HK,0,1,"8 days, 4 hours, 51 minutes"
2552,AS52544,AS52544 Ivatel Redes e Internet LTDA,- BR,0,5,"8 days, 4 hours, 58 minutes"
2553,AS3188,AS3188 ALASTYR,- TR,0,70,"8 days, 5 hours, 45 minutes"
2554,AS13285,AS13285 OPALTELECOM-AS TalkTalk Communicatio ... ,- GB,0,26,"8 days, 6 hours, 11 minutes"
2555,AS12212,AS12212 RC-01-AS,- CA,0,7,"8 days, 6 hours, 24 minutes"
2556,AS17809,AS17809 VEETIME-TW-AP VEE TIME CORP.,- TW,0,2,"8 days, 6 hours, 25 minutes"
2557,AS59370,AS59370 ACCESS-NP Access World Tech Pvt. Ltd ... ,- NP,0,2,"8 days, 6 hours, 31 minutes"
2558,AS200651,AS200651 FLOKINET,- SC,1,98,"8 days, 6 hours, 35 minutes"
2559,AS29854,AS29854 WESTHOST,- US,6,149,"8 days, 6 hours, 48 minutes"
2560,AS3462,AS3462 HINET Data Communication Business Gr ... ,- TW,1,1'015,"8 days, 7 hours, 9 minutes"
2561,AS26592,AS26592 EQUINIX BRASIL,- BR,0,9,"8 days, 7 hours, 40 minutes"
2562,AS2497,AS2497 IIJ Internet Initiative Japan Inc.,- JP,0,4,"8 days, 7 hours, 42 minutes"
2563,AS8685,AS8685 DORUKNET,- TR,0,29,"8 days, 7 hours, 58 minutes"
2564,AS8220,AS8220 COLT COLT Technology Services Group ... ,- ES,0,5,"8 days, 7 hours, 59 minutes"
2565,AS208666,AS208666 ESTROWEB,- EE,9,1'568,"8 days, 8 hours, 34 minutes"
2566,AS34550,AS34550 INTERCON-AS INTERCON AS,- RU,0,1,"8 days, 8 hours, 49 minutes"
2567,AS47764,AS47764 MAILRU-AS Mail.Ru,- RU,0,77,"8 days, 8 hours, 49 minutes"
2568,AS199069,AS199069 KAPPA-PL-AS,- PL,0,4,"8 days, 9 hours, 10 minutes"
2569,AS49788,AS49788 NEXTHOP,- NO,0,5,"8 days, 9 hours, 18 minutes"
2570,AS45186,AS45186 IAMAGEEKNZ-AP IamaGeekNZ,- AU,0,4,"8 days, 9 hours, 20 minutes"
2571,AS60721,AS60721 BURSABIL,- TR,5,42,"8 days, 10 hours, 2 minutes"
2572,AS13030,AS13030 INIT7,- CH,0,2,"8 days, 10 hours, 2 minutes"
2573,AS42498,AS42498 GERKON-AS,- RU,0,1,"8 days, 10 hours, 23 minutes"
2574,AS61191,AS61191 JAHESHSERVER,- GB,0,4,"8 days, 10 hours, 24 minutes"
2575,AS63889,AS63889 CLOUDIVLIMITED-AS Cloud Iv Limited,- US,0,9,"8 days, 10 hours, 24 minutes"
2576,AS135905,AS135905 VNPT-AS-VN VIETNAM POSTS AND TELECOM ... ,- VN,12,422,"8 days, 10 hours, 38 minutes"
2577,AS15954,AS15954 TECNOCRATICA Tecnocratica Centro de ... ,- ES,0,48,"8 days, 10 hours, 42 minutes"
2578,AS31400,AS31400 ACCELERATED-IT,- DE,3,141,"8 days, 10 hours, 56 minutes"
2579,AS25234,AS25234 GLOBE-AS http://www.active24.cz/,- CZ,0,6,"8 days, 11 hours, 21 minutes"
2580,AS12521,AS12521 NOVA_INTERNET_AS12521 Madrid - Spain ... ,- ES,0,7,"8 days, 11 hours, 31 minutes"
2581,AS6147,AS6147 Telefonica del Peru S.A.A.,- PE,0,10,"8 days, 11 hours, 53 minutes"
2582,AS58000,AS58000 MTN-NET-AS,- UA,0,1,"8 days, 11 hours, 54 minutes"
2583,AS61914,AS61914 Roberto Keller - ME,- BR,0,1,"8 days, 11 hours, 59 minutes"
2584,AS139330,AS139330 SANRENDATALIMITED-AS-AP SANREN DATA ... ,- US,0,1,"8 days, 12 hours, 0 minutes"
2585,AS38785,AS38785 BAGUSNET-AS-ID PT. BORNEO BROADBAND ... ,- ID,0,1,"8 days, 12 hours, 1 minutes"
2586,AS60458,AS60458 ASN-XTUDIONET,- ES,0,29,"8 days, 12 hours, 17 minutes"
2587,AS5602,AS5602 AS-IRIDEOS-KP,- IT,1,10,"8 days, 12 hours, 19 minutes"
2588,AS396073,AS396073 MAJESTIC-HOSTING-01,- US,0,69,"8 days, 12 hours, 22 minutes"
2589,AS13284,AS13284 BRT-AS ITALY,- IT,0,2,"8 days, 12 hours, 59 minutes"
2590,AS39912,AS39912 I3B-AS,- AT,0,5,"8 days, 13 hours, 16 minutes"
2591,AS57172,AS57172 GLOBALLAYER,- NL,0,8,"8 days, 13 hours, 18 minutes"
2592,AS20857,"AS20857 TRANSIP-AS Amsterdam, the Netherland ... ",- NL,1,317,"8 days, 13 hours, 22 minutes"
2593,AS29802,AS29802 HVC-AS,- DE,42,354,"8 days, 13 hours, 34 minutes"
2594,AS54290,AS54290 HOSTWINDS,- US,11,4'859,"8 days, 13 hours, 41 minutes"
2595,AS9484,AS9484 MOBINET-AS-MN Mobinet LLC. AS Mobine ... ,- MN,0,7,"8 days, 13 hours, 41 minutes"
2596,AS10032,AS10032 HGC-AS-AP HGC Global Communications ... ,- HK,0,3,"8 days, 13 hours, 45 minutes"
2597,AS31477,AS31477 DUOCAST-AS,- NL,0,60,"8 days, 13 hours, 53 minutes"
2598,AS137356,AS137356 IDNIC-UPY-AS-ID Universitas PGRI Yog ... ,- ID,0,4,"8 days, 13 hours, 56 minutes"
2599,AS196892,AS196892 TDGROUP-AS,- IT,0,1,"8 days, 14 hours, 41 minutes"
2600,AS9186,"AS9186 ONI Lisbon, Portugal.",- PT,0,133,"8 days, 14 hours, 46 minutes"
2601,AS12615,"AS12615 GCN-AS GCN AD - Sofia, Bulgaria",- BG,0,8,"8 days, 14 hours, 53 minutes"
2602,AS18881,AS18881 TELEFONICA BRASIL S.A,- BR,0,80,"8 days, 15 hours, 17 minutes"
2603,AS263432,AS263432 CORPORATIVA TELECOMUNICACOES EIRELI ... ,- BR,0,1,"8 days, 16 hours, 1 minutes"
2604,AS30633,AS30633 LEASEWEB-USA-WDC,- US,0,155,"8 days, 16 hours, 1 minutes"
2605,AS21554,AS21554 CYBERLYNK,- US,0,5,"8 days, 16 hours, 2 minutes"
2606,AS52979,AS52979 IACU NET TELECOM,- BR,0,1,"8 days, 16 hours, 14 minutes"
2607,AS51035,AS51035 UFA-AS,- RU,0,11,"8 days, 16 hours, 21 minutes"
2608,AS11845,AS11845 Vox-Telecom,- ZA,0,7,"8 days, 16 hours, 56 minutes"
2609,AS58962,AS58962 SCSJLX-CN SiChuan Century LiXin Fina ... ,- CN,10,1,"8 days, 17 hours, 6 minutes"
2610,AS17223,AS17223 LATISYS-CHICAGO,- US,0,2,"8 days, 17 hours, 11 minutes"
2611,AS7713,AS7713 TELKOMNET-AS-AP PT Telekomunikasi In ... ,- SG,1,113,"8 days, 17 hours, 26 minutes"
2612,AS59349,AS59349 GMO-Z-COM GMO-Z.COM PTE. LTD.,- SG,0,11,"8 days, 17 hours, 38 minutes"
2613,AS201471,AS201471 BIGSTEP-CLOUD,- US,0,4,"8 days, 17 hours, 44 minutes"
2614,AS27768,AS27768 CO.PA.CO.,- PY,0,2,"8 days, 17 hours, 48 minutes"
2615,AS48825,AS48825 FAST2HOST,- GB,0,4,"8 days, 18 hours, 5 minutes"
2616,AS202423,AS202423 MGNHOST-AS,- RU,0,35,"8 days, 18 hours, 19 minutes"
2617,AS36416,AS36416 CLACKESD,- US,0,10,"8 days, 19 hours, 6 minutes"
2618,AS56784,AS56784 MULTIHOST-AS,- RU,0,23,"8 days, 19 hours, 7 minutes"
2619,AS201131,AS201131 NEWLINE-AS,- RU,0,1,"8 days, 19 hours, 9 minutes"
2620,AS15497,AS15497 COLOCALL Internet Data Center _ColoC ... ,- UA,0,29,"8 days, 19 hours, 22 minutes"
2621,AS36454,AS36454 CNSV-LLC,- US,1,55,"8 days, 19 hours, 25 minutes"
2622,AS137310,AS137310 SHANGTEL-AS-ID PT Shangkuriang Telek ... ,- ID,0,2,"8 days, 19 hours, 33 minutes"
2623,AS10029,AS10029 SHYAMSPECTRA-AS SHYAM SPECTRA PVT LT ... ,- IN,0,3,"8 days, 19 hours, 40 minutes"
2624,AS21928,AS21928 T-MOBILE-AS21928,- US,0,12,"8 days, 19 hours, 49 minutes"
2625,AS135330,AS135330 ADCDATACOM-AS-AP ADCDATA.COM,- HK,0,3,"8 days, 19 hours, 56 minutes"
2626,AS30059,AS30059 ZIMCOM,- US,0,3,"8 days, 20 hours, 18 minutes"
2627,AS135543,AS135543 NETWORKDYNAMICS-PTY-LTD-AS-AP Networ ... ,- AU,0,4,"8 days, 20 hours, 25 minutes"
2628,AS10019,AS10019 MCTV Matsusaka Cable-TV Station Inc. ... ,- JP,0,2,"8 days, 21 hours, 5 minutes"
2629,AS34931,AS34931 AWARESOFT,- GB,2,911,"8 days, 21 hours, 22 minutes"
2630,AS3168,AS3168 ASINTELECOMTV,- RU,0,1,"8 days, 22 hours, 14 minutes"
2631,AS202425,AS202425 INT-NETWORK,- SC,7,414,"8 days, 22 hours, 27 minutes"
2632,AS2764,AS2764 AAPT AAPT Limited,- AU,0,5,"8 days, 22 hours, 30 minutes"
2633,AS36459,AS36459 GITHUB,- US,1,13,"8 days, 22 hours, 36 minutes"
